profile_name,user_reviews,rating_date,visit_date,summary,text,stars
michelle b,7 reviews,"Reviewed May 20, 2016",Date of visit: May 2016,Gorgeous food,"Food amazing, big portions. Fun lively atmosphere. Prices reasonable.Would definately eat here again",5
michelledT3822CP,42 reviews,"Reviewed May 20, 2016",Date of visit: May 2016,Always worth a visit,"Food is always good with a decent portion, service is excellent especially from the lads 😘
A good range of foods and drinks and nice cocktails, price is reasonable and we will always pay it a visit each time we come to pathos.",5
John p,36 reviews,"Reviewed May 19, 2016",Date of visit: April 2016,Ok for tourists,"Ok for tourists with no taste.
Food was bland and way overpriced.
If you want a conversation forget it.
Not recommended.",2
doog1000r,51 reviews,"Reviewed May 19, 2016",Date of visit: May 2016,Good mistake,I have been told about fat mamma's by my partner who visited over seventeen years ago so visiting Cyprus it seemed right to pop in well just amazing the starter filled me !!!! And the main course I ordered a large ribs ....... Bloody hell...More,5
Lisajb_13,52 reviews,"Reviewed May 18, 2016",Date of visit: September 2015,Not my cup of tea,"Large portions - well, huge portions. Could  not manage a starter, main and dessert, one course is more than enough, and had to leave most of that. A shocking, unnecessary waste of food - I do hope they consider donating some of it to local...More",2
susan s,16 reviews,"Reviewed May 18, 2016",Date of visit: May 2016,Good food and Service,"We visited this restuarant twice, it was great, even had our photograph taken twice with Fat Mama and Big Willy, they were great, enjoyed every minute, we will be going back on our next visit to Paphos.",5
gunnersteve2,16 reviews,"Reviewed May 18, 2016",Date of visit: June 2015,Wow just amazing,I have eaten at fat mamas on a number of occasions and have never been let down once. From being greeted by their friendly staff to leaving the service is amazing. There is a full range menu that leaves your mouth watering just reading it....More,5
307barbarae,13 reviews,"Reviewed May 17, 2016",Date of visit: May 2016,Entertaining,"Over the week we ate here 4 times the entertainment was really good after the birthday & wedding anniversary songs & sparkling drinks , the menu was so varied we had something different every nite worth it value for money , so pleased they offered...More",5
Helena H,9 reviews,"Reviewed May 17, 2016",Date of visit: May 2016,Visit to Fat Momas,"We had a wonderful meal on the first night we spent in Paphos......so much so we had another visit during our week stay on the island. The choice of food is wide and varied.....something for everyone.
The waiting staff were very atentative and nothing was...More",5
garyb819,9 reviews,"Reviewed May 17, 2016",Date of visit: May 2016,Good food and entertainment,We visited fat mamas while on holiday in Pafos very large portions and good family entertainment 😀 families with children will love this place 3-),5
wren76,444 reviews,"Reviewed May 17, 2016",Date of visit: May 2016,Friendly and cheesy,Food was top.. Cabaret was a little dated and unorganised to say the least. It was that bad it was funny. Waitress was very attentive and lovely. If it wasn't for the noise would of given in 5 stars. Cocktails are the star of the...More,4
83mca,94 reviews,"Reviewed May 16, 2016",Date of visit: June 2015,Good food and atmosphere,"Had a meal here with the wife. Was good food not amazing and good price. 

Good variety of drinks and food. 

Location is on tombs of kings road so easy to find. If you are in paphos centre or coral bay a car is required...More",4
Joanne F,22 reviews,"Reviewed May 16, 2016",Date of visit: May 2016,Fabulous,"Visited here after last eating here 17 years ago. I was not disappointed. It was as fabulous as I remember. Food was superb, huge portions so choose wisely. Staff were friendly and attentive, made you feel like old friends. We've booked again for Friday!",5
markwS6538XC,532 reviews,"Reviewed May 15, 2016",Date of visit: July 2015,Arranged a Surprise & Was Disappointed,"Having been recommended this restaurant by friends we thought we would try it. 

The drinks and food menu is good with very much a wide variety on offer.

The restaurant is always busy and popular and there is enough staff to cope during busy times....More",3
LPda,84 reviews,"Reviewed May 12, 2016",Date of visit: May 2016,Just basic,"If you serve a little bit of everything you can't be excellent at anything! Spaghetti served with baked potato, the sauce too rich and basically food to get you stuffed but not really tasty. Not for high expectations. Surroundings are terrible which is not really...More",3
Laura M,7 reviews,"Reviewed May 12, 2016",Date of visit: May 2016,Fantastic!,"What an amazing restaurant. The food, the atmosphere and most importantly the staff are top of the range. Me and my family had a variety of food from the menus and each and every meal was fantastically presented and tasted amazing. The staff are warm...More",5
549elaineh,134 reviews,"Reviewed May 11, 2016",Date of visit: May 2016,Stupendous,Excellent restaurant very clean Staff are extremely helpful and friendly. The food was great had a peppercorn steak cooked just how I like it literally melted in my mouth and the cheesecake is just heaven. Plus an added bonus of entertainment on its a bit...More,5
mrsgerrard8,10 reviews,"Reviewed May 11, 2016",Date of visit: May 2016,Lovely night,Went here with two friends for tea. Friendly helpful staff. The food was delicious but make sure your hungry as the portions are huge! Worth the money tho. Very reasonably priced,4
ltfs,47 reviews,"Reviewed May 9, 2016",Date of visit: June 2015,"Crazy, chaotic but good fun","Fat Mama's is - to put it mildly - a lively place to eat.  The food is good, there's plenty of it and it's reasonably priced.  But you don't go there just for the food.  You go for the crazy and chaotic atmosphere, the excellent...More",4
anthonylee84,26 reviews,"Reviewed May 4, 2016",Date of visit: May 2016,Definitely worth a visit!!,Excellent place with generous portions of good food and friendly staff as well as bits of entertainment every so often. Look out for the very smiley waitress Megan who took time out to chat with us in between serving and clearly loves her job. This...More,5
DazLeeW,87 reviews,"Reviewed May 1, 2016",Date of visit: August 2015,"Recommended To Us, But Not Recommended By Us.","We went to Fat Mama's on the recommendation of our tour rep and my cousin.

In fairness, it does seem to enjoy a good reputation, so our cautious review might say more about us than it does the restaurant. 

The menu is extensive and looks...More",2
Pedros67,5 reviews,"Reviewed April 30, 2016",Date of visit: April 2016,Full bellies & Dancing....,"Second time going here and would've lost my mind if I missed it, only opened for the season the day before we left, food is ridiculously tasty and portions are generous, the entertainment is just right and they have certainly found a great gimmick here,...More",5
ClaireBear291986,32 reviews,"Reviewed April 25, 2016",Date of visit: August 2015,Love it here,"The main thing I have missed about living in Cyprus is Fat Mamas.  The food is amazing, huge portions too.  The service is second to none.  The entertainment really makes it a fun evening for all.",5
christopherjK3534XB,45 reviews,"Reviewed April 20, 2016",Date of visit: April 2016,Speechless,What can I say food absolutely fantastic 5⭐️⭐️⭐️⭐️⭐️. Staff absolutely fantastic 5⭐️⭐️⭐️⭐️⭐️.  Deserts to make you feel like you died and gone to heaven 👼.  Stop waisting anymore time reading how good this place is and get your bum down there and see for yourself....More,5
starfishcoconut,22 reviews,"Reviewed April 18, 2016",Date of visit: May 2015,Nothing amazing.,Was average American style food with cheesy entertainment in a hit and miss location.  Even the kids weren't impressed.,3
Louisa L,9 reviews,"Reviewed March 31, 2016",Date of visit: June 2015,For Those Who Love Their Food,Me and my Fiancé visited this restaurant back in June 2015 as we had been recommended it my a friend. The restaurant is lovely with a cosy feel. There is an inside and outside and we sat outside to take advantage of the weather. It...More,5
svavabjork,8 reviews,"Reviewed March 30, 2016",Date of visit: July 2015,A nice evening out.,Good food. Lively staff. Plenty of things on the menu. Music a bit too loud. Clean and fresh. Enjoy!,4
Dave D,22 reviews,"Reviewed March 24, 2016",Date of visit: June 2015,I Was Stuffed,Well fantastic Gradchildren loved the shows and the dancers while your having your food great staff good food and so much of it we will be there again this year in june july,5
Alib1674,6 reviews,"Reviewed March 23, 2016",Date of visit: August 2015,Great food and atmosphere,"Went her while we were staying in Paphos for a change the food, atmosphere and the price for our meal was all great. My daughter loved the entertainment",4
